epoch	loss	v_loss	|	v_mae	v_mdae	v_sa	v_pr25	|	t_mae	t_mdae	t_sa	t_pr25
69	3.8015	3.2161	|	1.4873	1.4717	43.4435	27.5862	|	2.1605	2.0980	17.8437	22.9508	|  Best result at epoch 55
70	4.3208	6.2618	|	2.1727	2.0898	17.3784	17.2414	|	2.8964	2.8518	-10.1409	6.5574	|  Best result at epoch 55
71	5.6060	1.9371	|	1.1493	1.0180	56.2965	32.7586	|	1.7544	1.4694	33.2853	26.2295	|  Best result at epoch 71
72	4.0379	4.8691	|	1.8945	1.9155	27.9606	24.1379	|	2.6543	2.7361	-0.9335	16.3934	|  Best result at epoch 71
73	3.7629	3.6809	|	1.6140	1.5359	38.6251	25.8621	|	2.3646	2.0978	10.0815	18.0328	|  Best result at epoch 71
74	3.2429	7.2060	|	2.2917	2.3261	12.8545	17.2414	|	3.1124	3.0003	-18.3522	6.5574	|  Best result at epoch 71
75	4.6796	2.5950	|	1.3397	1.2409	49.0549	25.8621	|	2.0035	1.7780	23.8138	24.5902	|  Best result at epoch 71
76	2.6676	5.8406	|	2.0547	2.0320	21.8683	22.4138	|	2.9098	3.0952	-10.6508	9.8361	|  Best result at epoch 71
77	3.8310	3.9274	|	1.6620	1.6451	36.7991	25.8621	|	2.4689	2.5527	6.1168	19.6721	|  Best result at epoch 71
78	3.1553	4.8892	|	1.8467	1.7990	29.7754	20.6897	|	2.7479	2.7615	-4.4932	11.4754	|  Best result at epoch 71
79	3.9686	4.3195	|	1.7422	1.6934	33.7494	20.6897	|	2.5994	2.6625	1.1525	14.7541	|  Best result at epoch 71
80	3.3969	6.0122	|	2.0720	1.9274	21.2080	18.9655	|	3.0524	3.1570	-16.0716	9.8361	|  Best result at epoch 71
81	3.9090	3.9301	|	1.6612	1.5451	36.8309	22.4138	|	2.4145	2.4529	8.1871	19.6721	|  Best result at epoch 71
82	2.8640	2.9070	|	1.3934	1.2654	47.0147	25.8621	|	2.1005	2.0840	20.1265	21.3115	|  Best result at epoch 71
83	2.5928	2.4215	|	1.2477	1.0387	52.5531	27.5862	|	1.9389	1.6556	26.2700	24.5902	|  Best result at epoch 71
84	3.5420	3.2736	|	1.3516	0.9809	48.6031	27.5862	|	1.6118	1.1497	38.7091	24.5902	|  Best result at epoch 71
85	5.8262	4.7506	|	1.8454	1.8272	29.8256	27.5862	|	2.6255	2.5828	0.1620	19.6721	|  Best result at epoch 71
86	3.1770	4.9087	|	1.8444	1.7171	29.8636	22.4138	|	2.7197	2.7835	-3.4188	14.7541	|  Best result at epoch 71
87	3.8665	3.2353	|	1.4784	1.3537	43.7833	22.4138	|	2.2441	2.1367	14.6661	22.9508	|  Best result at epoch 71
88	1.9046	3.7816	|	1.5578	1.3303	40.7624	25.8621	|	2.3391	2.0568	11.0544	19.6721	|  Best result at epoch 71
89	2.9359	6.4721	|	2.1397	1.8877	18.6366	18.9655	|	2.9720	3.0031	-13.0138	18.0328	|  Best result at epoch 71
90	2.9865	4.2604	|	1.6967	1.4611	35.4821	24.1379	|	2.4854	2.4570	5.4898	18.0328	|  Best result at epoch 71
91	2.6406	4.0831	|	1.5777	1.2490	40.0040	24.1379	|	2.4004	2.1828	8.7231	16.3934	|  Best result at epoch 71
92	2.1399	5.9641	|	1.9247	1.5861	26.8093	20.6897	|	2.8553	2.6705	-8.5766	11.4754	|  Best result at epoch 71
